,customer,title,stars,review,date
332,mrs e jackson,Brilliant,5.0,I love listening to audio books and audible makes getting them so easy.,15 May 2016
333,Miss J Queminet,Pretty much an echo of others,1.0,Pretty much an echo of others.....went through a load of hassle with updates & a download to find that the trial was for new members only. I have never had an audio book before although I have a kindle. So perhaps I don't fully appreciate the technology I already have. Won't be bothering with Amazon offers like this again.,21 June 2016
334,Amazon Customer,I bet they would make more money that way and have a happier lot of customers,1.0,"Way too expensive. Prime subscribers should get the 1 book a month free and then charge for any extras, I bet they would make more money that way and have a happier lot of customers.",11 January 2018
335,jennifer couzens,Five Stars,5.0,"Great service, easy to use, wonderful bedtime listening. Really enjoying I listening.",20 March 2016
336,Rafique Ali,Stream movies for same price,1.0,I agree it's way too expensive. For the same price you  can get unlimited streaming movies from prime or Netflix.,18 December 2016
337,HJ,Appalling,1.0,Appalling. I signed up for kindle unlimited and it seems I was signed up to audible at the same time but unknown to myself until I was charged for both services. Disgusting behaviour on the part of Amazon and audibke,5 June 2016
338,davo,Five Stars,5.0,"great selection of books, good for me as I can not hold things for long.",8 May 2016
339,DEBSIE,Fabulous app..great choice of books,5.0,Great.Being read to is the most relaxing thing in the world..love it,10 July 2016
340,Susan Gollins,A valuable source of 'input',4.0,"I have been a member for just under two years.Audible enables me to download a book to my phone to listen away from WiFi without using data download.Audible's offer of non-fiction is better than many other audio/ spoken word providers.Over this time I have taken  member ship 'holiday', bought extra credits and taken advantage of 99p deals.I'm severely visually impaired, and getting intelligent 'input' is always a challenge.Little is offered in large print,  i-books v kindle,  audible v radio 4 no platform is perfect. £7.99 a month- it is what it is- you have to decide how useful it is.  [I usually download £24 books on credit, bundle cheaper book for 2for 1 c deals and buy 99p ones outright.",5 February 2017
341,Louise,Cost,1.0,Not even joined it as the price is ridiculous,25 June 2017
342,Sharon,Great app. Was hooked after free trial period,5.0,Favourites so far: Richard E Grant and Stephen Fry. They morph into several characters. Great app. Was hooked after free trial period.,13 March 2016
343,Amazon Customer,Too Expensive!,1.0,Only for people with money  to burn.,15 December 2018
344,Gilly Scott,Three Stars,3.0,Very good except cannot put clock on timer and as I listen at night I miss that.,17 July 2016
345,Chevy,Five Stars,5.0,"Audible is fantastic,  never had a problem,  kept the subscription",19 June 2016
346,Cindy,Using accessibility software is Way Cheaper,1.0,Too expensive as everyone else has already commented.  I'm also visually impaired so would have loved this were it cheaper or as someone suggested included in prime as it is in the US. But my other contribution is that most devices have accessibility software which is free. Its best on apple devices but others do have them too. So why would people pay more for this service?  Plus you can't choose the voices or reading speed like you can with accessibility software.,15 August 2016
347,Loves Shopping,"What do you rate or enjoy here in the books by audio  still cheaper, and it's got me back into books too",5.0,"Seeing the last few reviews is quite negative,  i've been in and out of hospital recently and I've got a serious back condition and I've been put off reading or listening to my audio. However I've just got back into it on without a doubt 799 is nothing compare it to what you could pay for some of really the good books out there.I'm not really a reader of books myself.  But I love the audio side and I've just started getting back into it but there's another book my sisters told me about that would cost me nearly £20 but because I'm part of the 799 a month membership, when I get it it's going to save me a lot of money. JK Rowling is bought out some fantastic books which she is going under a pseudonym, my sister was read all three and said they are amazing so again would cost me a fortune if I wasn't part of the Amazon audio.",5 March 2017
348,Amazon Customer,Poor value,1.0,I agree with the sentiments above. Not a good deal and not up to Amazon's high standards. Disappointing.,5 December 2016
349,Nathan Carr,Wonderful value for money,5.0,"One free unabridged audio book and then another book for under £10/month. This is amazing value, especially when money is tight. This is a real treat!",18 April 2016
350,Mez,Too expensive,2.0,Too expensive for what you get.for £7.99 a month i would expect at least 2 credits and more reductions.,31 December 2017
351,Houseiscrowded,"Very expensive for one book per month, awful customer service, erratic quality",1.0,"Very expensive and extremely poor service. I love audiobooks, but the cost is so high, I'd rather just buy them as I want them. £7.99 for unlimited listening would be fair, but for one book per month? I had an email this morning telling me my credit had arrived....I have contacted customer services 3 times and still haven't been able to get it registered on my account so that I can download my next book. Very disappointed with a very shoddy service. I can't give it no stars, but I'd suggest people just don't bother. Amazon and Audible, you really need to get your act together if you're going to make this a service that people want. Disappointed as I thought this would be my gateway to a really enjoyable experience. It's really just a damp squib",31 March 2016
352,Rose McClelland,love it,5.0,This is brilliant. The actors really bring the story to life. Love it love it love it,29 February 2016
353,Richard,Five Stars,5.0,Top book choices and top readers make this a super service!,20 June 2016
354,a,Good but too expensive,3.0,"I love having the stories brought to life, leaving me hands free to knit. I do think it's a bit expensive though",18 July 2016
355,Boudicca,the joy in picking it up,1.0,"It is not a free trial if you are asking for money.  Not for me in a million years, nothing beats a 'real' book, the smell of the book, the touch of the paper, the feel of the spine, the cover, the joy in picking it up, saving a page that does not disappear into the ether when the internet crashes, I love books, real books, I have almost a library of books, all read, all treasured.  As an artist/designer/sculptor/art lecturer/art teacher retired, these are my friends, always there, whats a kindle? Somebody reading a book out loud go me, no thanks, I can read quicker than you can speak.....so no thanks to this not free trial no stars",1 February 2017
356,P REDMORE,AVOID not what you call a FREE TRIAL,1.0,"What a complete JOKE pay £7.99 and get 1 credit to use for 1 book per month, unless you want to pay for each book, though then you may as well as go to a book shop and buy it.",19 February 2016
357,andrea kiely,Cancel membership issues,1.0,Dreadful still being charged monthly fee even after l cancelled membership! Had to cancel my credit card to stop them taking money out..steer well clear,16 July 2018
358,Amazon Customer,So many great listens so well performed,5.0,"I can really recommend you to try a free membership period. There is a great variety of books so well performed.It is absolutely a fair price I think 7,99£ pr month. And you can find so many great listens - always new books.",28 May 2017
359,Amazon Customer,NO WAY!,2.0,Too expensive! No thanks - Prime is much better value! Think again Amazon!!,8 January 2017
360,E. Redway,Made the mistake of signing up for the free trial ...,1.0,Made the mistake of signing up for the free trial and now can't find a way to unsubscribe. Gah! NOT impressed.,27 April 2016
361,vincenzo,Two Stars,2.0,It is too expensive for what it offers. Moreover it is not well linked to the Amazon website.,2 June 2017
362,Jane L A Bristow,Benefits of Audible,5.0,I am very please with Audible. Easy to use and I am buying around audio books per month. Worth every penny and a boon for car journeys,21 May 2017
363,lisa,Enjoying listening to audible,5.0,I listen to audio books all day whilst I'm working I find them amazing and very enjoyable whilst I work.,20 March 2016
364,Caroline McConnell,Five Stars,5.0,Fantastic. Stops starts with Bluetooth in the car. Can't rates enough 🤓,10 October 2016
365,Amazon Customer,One Star,1.0,"Like many others, it's just not attractive, way too expensive for what you get!",26 January 2017
366,Amazon Customer,Too much!,1.0,I think we pay enough to be honest.  The pricing is ridiculous and only one book. This is one thing you have definitely got wrong! And too be fair doesn't even warrant 1star.,3 March 2017
367,Nallanna,Want audiobooks on my iPhone can't seem to get them ...,1.0,Want audiobooks on my iPhone can't seem to get them except through this. Went to download it but seems I can't. Very unhappy!,10 November 2016
368,Amazon Customer,One Star,1.0,Poor value for money!,10 April 2016
369,Ove Lillelund,Fraud,1.0,It is impossible to leave Audible! This is fraud.,12 May 2020
370,Mr. Sp Hill,7.99 for 1 book a month,1.0,"if you want another you have to buy it, the one i want is £20.......cancelled subscription",14 August 2018
371,Emma,Pricing is ridiculous,1.0,"Far too expensive. I understand that audiobooks require hiring someone to narrate, but the cost of audible is just ridiculous. The monthly fee is very high considering, and the price of the audiobooks Inbetween your one included book a month is absolute madness. I couldn't believe the prices when I'd finished my first included book and wanted to move onto another before my next token became available.. And so will be cancelling my subscription. And looking at the other reviews, it seems that this is the majority opinion. Listen to the people that could potentially be using this subscription Amazon and take a look at your pricing.. It's absolute daylight robbery for what could otherwise be a really good thing!",16 February 2016
372,Allison Jones,Great!!,5.0,It's lovely listening to your favourite books.,10 April 2016
373,P K Graham,Recommended!,5.0,"Easy, convenient and with a great range of books.",19 June 2016
374,Caccavale,Limited new releases,1.0,"Limited selection requires me to purchase paperback for book club reads, not ideal as majority of my free time to read/listen is while driving.",23 May 2017
375,karen duffy,Helping hand,5.0,"I enjoy listening to my books while out walking my dogs. Doing my ironing, don't have much time to sit and read so this is a great app which I use most days .",13 July 2015
376,Kathy,Five Stars,5.0,Helps me relax and get off to sleep easier,13 March 2016
377,Sep123,My son loves listening to Harry Potter series we have ...,5.0,My son loves listening to Harry Potter series we have joined on 1 book a month membership which is a really reasonable cost and provides hours on reading.,11 April 2016
378,Constant Reader,Expensive but worth every penny...,5.0,"Expensive but worth every penny if you love books but don't have the time to read. I enjoy listening to my 'book de jour' for 3-4 hours per day as I walk. I choose books I otherwise wouldn't tackle--either because of length or whatever reason. Sapiens by Yuval Harari is one such book. I was given the physical book as a present and I leafed through it, thinking that it will be similar to many other books of its kind. As I travel a lot, I didn't take the physical book but I did download it. It was amazing--as was the sequel, Homo Deus. I would say this about other longish books (Name of the Rose, by Umberto Eco or even the recent complete set of Sherlock Holmes read by Stephen Fry or the Stephen King books). The audible product has been consistent and allows me to preview things before I buy. I have tried a lot of authors I wouldn't have otherwise tried. For me, quality reading and books are priceless. The only complaint would be that I can't share my audio books with my friends or family.",23 May 2017
379,MICHAEL J BAILEY,One Star,1.0,To expensive,4 January 2016
380,Mark,"Ridiculously overpriced, no thanks.",1.0,"Ridiculously overpriced, no thanks.",23 October 2016
381,Rachel,I want out of free trial,1.0,I want to cancel subscription but it's like there's no button to do so.  I would appreciate help with this as app won't work on my phone.,27 November 2016
382,Robert K,One Star,1.0,Lol. What a bargain (irony),12 May 2017
383,HappyMum,Good value,5.0,"Audio books you can keep for a set price, no matter how expensive they would normally be.",28 October 2017
384,heidi,Four Stars,4.0,It's really good if a little expensive,3 April 2016
385,Emmie McDonald,I bookin' love it!,5.0,Absolutely brilliant. Some of the audio books cost more than £60 and am now able to buy them for the 7.99 per month membership fee,21 May 2017
386,Mr R K Woodcraft,Not good value,1.0,Far too expensive.,6 October 2016
387,Steve Tucker,As others cost not good value at all,1.0,"As others cost not good value at all, one book a month should be part of your Amazon Pime deal",25 June 2017
388,Amazon Customer,VERY Expensive,1.0,is this seriously 7.99 per month for one audiobook? that's way way way overpriced!,8 March 2017
389,Amazon Customer,you should be making the books unlimited or atleast like 5 books a,1.0,Rip off..amazon hire me so we can discuss profitable deals for both company and customers.... you should be making the books unlimited or atleast like 5 books a month,5 March 2017
390,mandy,best way to listen to book if you don't get the time to read any more,5.0,very good,17 October 2016
391,Amazon Customer,been charged the subscription cost when i cancelled how riciculous ...,1.0,been charged the subscription cost when i cancelled how riciculous and now ive ended up with a bank charge absolutely fuming!!!!😠😠😠,20 May 2016
392,Mrs. A. F. Maddocks,Five Stars,5.0,"Brilliant, listening to books helps me get through the day, thank you",6 June 2016
393,Amazon Customer,Sneaky but good,4.0,"Great app. It's difficult to find the bit to be able to cancel your membership after the trial, I have kept my account open though as I do think it's good",30 May 2016
394,Amazon Customer,Terrible!! Theyhave charged my card without I have ...,1.0,Terrible!! Theyhave  charged my card without I have order anybooks... really upset with this service from amazon! very bad!!! never download this ap ever again in million years!!!,20 November 2016
395,Cliente Amazon,Fantastic Amazon-Audible,5.0,Fantastic chance to read more without your eyes.,10 July 2016
396,jill,Four Stars,4.0,i loved it,17 April 2016
397,Godzillas Dad,This is far too expensive. £8 a month & ...,1.0,This is far too expensive. £8 a month & you get one book. Go to a charity shop & get a new audio book for 50p,8 March 2017
398,Mary McKenzie,I am enjoying audible books - would not have considered ...,4.0,I am enjoying audible books - would not have considered it without the free trial - but now I am enjoying it.,25 July 2016
399,marmar,One Star,1.0,Too expensive,15 January 2017
400,Amazon Customer,Excellent customer service,5.0,Excellent customer service.  Great books. And if you don't like one you buy it is very easy to swap for another,27 March 2016
401,MR M.,No Support for SONY devices.,2.0,"I do a lot of travelling (planes, trains and cars) and I have spent a lot on Audio Book CDs over the years, so I thought I would give Audible a try. The range of books is certainly impressive, but nowhere did it warn me that it wouldn't work with SONY devices. My wife and I both use Sony Walkman MP3 players and this almost completely negates the point.It is possible to burn the tracks to CD and then rip them back as audio MP3s, but that is just ridiculous - and there appear to be ways to rip the tracks to MP3 using iPlayer - but I wouldn't wish that on my worse enemy.So I'm listening to Audible on my laptop, which is just possible to do while travelling, but really not convenient.",31 March 2016
402,Jean M. Stewart,Five Stars,5.0,Very good.,11 July 2016
403,Chris B,Five Stars,5.0,Fantastic - I love it!,26 May 2017
404,Pauline,Five Stars,5.0,Great app. My son loves the downloaded audible books. Easy to use.,22 May 2016
405,Amazon Customer,Brilliant,5.0,"Really good, book quality really impressive and a massive range of books to choose from.  Love all the extra sleep timers and button free settings.",24 April 2016
406,Gemtheprincess,Great for busy lives,5.0,"Great for busy lives, I use Audible to listen to books I otherwise don't have to read- usually whilst walking the dog.",6 March 2016
407,Chill,Very Happy,4.0,"I have been an audible member for several years and own a reasonably large library.  I like the fact that a no questions asked returns policy is operated, together with numerous opportunities for free books, two for one and trials.  Audible even gives me a Christmas present every year of a free title.  I can legally listen to the books again and again at any time of day, trips to my nearest large library are costly as they involve a 30 minute drive one way plus parking fees and my preferred audio book may not be available, choice is a bit limited and they are not always in the best condition.I do feel audible could look at the quality of the product as often the narration is interrupted by coughing, repetition and incorrect words being used.My suggestion is keep your credits for the expensive titles and buy the cheap ones.",24 May 2017
408,Pickals,Five Stars,5.0,Excellent product that allows me to multi task,12 July 2015
409,Amazon Customer,One Star,1.0,It's supposed to be a free trial but they have taken £7.99 out of my account already.,27 February 2017
410,Ashtree,You have GOT to be kidding.,1.0,"1.  It's WILDLY over-priced for what you actually get (IMO)2.  Digital Restrictions:  You have to use their proprietary software to listen to your books3.  This software isn't available for all operating systems (forget it if you're running any shade of Linux.)4.  One book per month?  ONE book per month???  ONE???  Are you for real?So, definitely not for me.",19 August 2016
411,Joan waterford,what about people going blind Audible should be free,1.0,Too expensive,11 October 2018
412,Amazon Customer,Five Stars,5.0,Great resource.,11 October 2016
413,greendzflash,abfab!!,5.0,I consider it a great app. saves me space whilst travelling and the narrators voice does fit all my Audible books. keep it up!,14 July 2015
414,A C HOLLINGWORTH,Some damn good listens,4.0,Overall very good.The pc player lets it down but the player on my phone is very good. Cannot understand why they are so differentHave had some very good listens and enjoyed Audible greatly. Would reommend to anyone,12 July 2015
415,Julia,A literary commute,4.0,"Having struggled to find time to read being a busy working Mum. I trialled Audible and my commute to work has been transformed!  Easy to register, search and download. No more waiting for my holidays to lose myself in literature.",10 July 2016
416,Deltawhisky,"You've got to be joking, get them from the library.",1.0,"You've got to be joking, £7.99 / month , £95.88 / year. With that £100 I can walk to various libraries' and exercise as well as borrow not only real books but free Audiobooks also librivox on the internet. I occasionally buy audiobooks (Naxos Audiobooks) which I can use on any device and not trapped into the ""audible"" software. You have to use the audible software player on devices' (when I mistakenly tried a free trial with audible years ago) which means they kind of retain control of your purchase, if its still the same. So for the money and the selection there are many other legal sources and as large a range of titles. Plus sites with professionally produced audiobooks, at reasonable cost, that can be downloaded in mp4 or mp3 format that then become your property. NAXOS Audiobooks & Blackstone audio I think it is for example and others. If you must have a book a month, if you find you need a fresh one, buy it from a place you can own it, borrow audiobook CDs from one of many of your areas libraries, download volunteer produced audiobooks from librivox (which produce free,copyright free,) and so on. Then if you dont need a book for one or two months you don't get money taken out of your account for nothing. It's easy money for them, hard earned for you.",7 May 2017
417,Sarah,Far to expensive for 1 book per month,1.0,"I signed up under the impression I could pay £7.99 per month and listen to unlimited audio books however after reading the small print it's only 1 book per month, what a rip off I won't be using this service!!!",29 December 2016
418,Mrs S,Love it!!,5.0,Love it!!! Use it every day. Good range of books.,24 May 2017
419,Scrimboblik,Not a viable option.,1.0,Too expensive by far.,1 May 2016
420,Amazon Customer,Platform dependend web player,2.0,"The trial was fine, but after that, recently Audible has dropped support for its web player on Linux which is ridiculous. I cannot listen to my audiobooks any more.",23 September 2016
421,Carl Thebo,Easy and relaxing,5.0,Easy relaxing evening listening -  easiest way to quality books,19 June 2016
422,Darren Newman,What's not to like?,5.0,Well it's a 30 day FREE trial what's not to like.,20 March 2016
423,MV,"Good Concept, Poor Price!!",1.0,"I love reading, but occasionally I love to listen to an audio book- like many others. But £7.99/month for a SINGLE audio book every 30 days is ridiculous for this service especially when one considers the many many alternative entertainment options out there at very similar price.Consider a rethink on this one amazon, especially given the great value offered by a prime subscription.",31 March 2016
424,carys egan-wyer,Good value for money,5.0,"Simple to use. Good value for money. Excellent selection of books.Liked it so much, I bought a 3-month membership for my Mum for Christmas and now she is also hooked!",22 May 2017
425,Oliver,Rip off,1.0,Price is shockingly high for 1 audiobook per month. Sorry Amazon but it's just greedy,19 February 2017
426,Amazon Customer,Too expensive,2.0,Great but just too expensive. £8 a month for one book is just not enough value for money.,19 December 2016
427,Row1240,SO GLAD I DID,1.0,"I'M WITH MOST OF THE OTHERS THAT HAVE REVIEWED THIS, I ALMOST SUBSCRIBED BUT I THOUGHT I WOULD READ THE SMALL PRINT FIRST.  (WHAT SMALL PRINT) NOT BEING ABLE TO FIND ANY SMALL PRINT, I ENDED UP TYPING IN GOGGLE AND THEN FOUND ALL THESE REVIEWS, SO GLAD I DID. NO WAY CAN I JUSTIFY PAYING £100 PER YEAR FOR 12 BOOK, THIS IS TO EXPENSIVE AND WAY TO LITTLE INFORMATION AND VERY MISLEADING WHEN IT SAYS FREE TRIAL, U EXPECT A FREE TRIAL NOT 1 BOOK.",23 April 2017
428,MR JH NEWNHAM,Great value for money paying the subscription versus the price ...,5.0,The free trial sold it to me. Great value for money paying the subscription versus the price of audio books to buy.,12 July 2015
429,Jenny G Heimerdinger,A boon for sleepless nights and long car journeys,5.0,"A varied and large collection of audio-books, including unusual ones, by no means just the classics. Nice that the monthly credit rolls over, so you're not tied to finding a book every 30 days.",31 July 2016
430,miss m,Five Stars,5.0,Excellent - do it.,17 April 2016
431,Garry Williams,Five Stars,5.0,"Great app, got something for every taste.",10 April 2016
432,Tracy,Five Stars,5.0,Hate reading so love this app,12 July 2015
433,Isabelle B,Three Stars,3.0,"Audiobooks remain very expensive. I understand why, but it's not for everyone.",9 October 2016
434,Faith Cox,Excellent,5.0,Excellent.  Very easy to use and most enjoyable.,28 August 2016
435,Amazon Customer,at the horses just love it! So many books to choose marvoulous 😊👍🏻,5.0,"listen to my books all the time when I'm driveing , walking dogs , at the horses just love it ! So many books to choose marvoulous 😊👍🏻",17 April 2016
436,david morris,Wonderful Scheme,5.0,"really enjoying being a member and having such variety of books. Thanks to Audible for the facility to return, which makes me more adventurous in my choices [ only had to return 2 out of 18].",21 August 2016
437,Amazon Customer,Waste of time.,1.0,Why did Amazon send me an email offering a free trial of audio books and the web link says not available in my region? Not very clever and a waste of my valuable time.,9 April 2017
438,Rob,Buy books and subscription is expensive,3.0,It's good. But why do I have to buy books and pay a monthly subscription? Makes is very expensive especially as I already pay for Amazon prime.,10 July 2016
439,Michelle Forbes,One Star,1.0,Ridiculous amount for one book per month,20 November 2016
440,Ian,Never get bored in a traffic jam again,5.0,Never get bored in a traffic jam againPerfect for driving sitting on a plane or ignoring the wife lol,23 May 2017
441,christine lench,Five Stars,5.0,Very good.,21 February 2016
442,Ricky,A way to de stress!,5.0,Excellent service and an ideal way for me to relax.,28 March 2016
443,Amazon Customer,Five Stars,5.0,Really enjoy Audible. As an app and a product.,12 July 2015
444,Caro,Good service,5.0,"I have enjoyed using audible. I belong to two book clubs and read one of the books and listen to the other on audible while walking the dog as I just don't have time to sit and read two books a month. Most of the narrators have been excellent with the odd exception and added a different dimension to the story. I agree with other reviewers that the library is the cheapest option but when comparing the cost of a new book and in particular audio books, along with the absolute convenience of Audible I feel fairly satisfied although if the price was slightly less I would be happier.",22 May 2017
445,V A Mitchell,Listen all night long!,5.0,Great ap great choice.,12 July 2015
446,miss ke savory,Not worth it,2.0,"So expensive, it should be unlimited books not one book a month. It's about 60p an hour",21 May 2017
447,karl jarvis,needs and unlimited version,1.0,needs and unlimited version,12 January 2017
448,Amiin,One Star,1.0,worst,7 June 2018
449,Malcolm,Great Application,5.0,I would recommend this app.  I honestly have nothing negative to say.  It is simple easy to use and has made me more interested in books again.,3 July 2016
450,Jane McCarthy,Confused!,3.0,"Just signed up for it as I'm going on holiday and like the idea of being read to while I'm lying by the pool with my eyes shut. I've downloaded a £17.95 one, so I think I've got a bargain, but cant quite see why I'd want to get one that's cheaper than my monthly subscription, and some of them seem to be - how does that work Amazon???",15 January 2016
451,Karl Collinson,Rip off,1.0,Too expensive 1 credit = 1 book per month for £8 In digital format is rediculous!,5 April 2017
452,Amazon Customer,Too much for too few.,1.0,"I think the pricing strategy needs to be re-thought. If the subscription was for unlimited access (as per music streaming sites) then it may be of interest. I often have various books on the go (fiction, factual and informational) at the same time so one title per month doesn't really cut it for the price (I know you can check in/out titles at any time but it's a ball-ache).Also as an existing Prime customer, I don't think paying the same amount as per Prime for audio books alone p.a. offers Prime members good value for money.Either make the selection/download unlimited  per month, or - preferably - just make it £1.99. At £8 quid a month it's too much.So Amazon you can have a lot of folk paying £1.99 a month or 1/2doz paying £8 quid a month? Your choice but it doesn't take an economist to work out which one would prove most profitable in the long run.",16 June 2017
453,M,The left hand doesn't know what the right hand is doing.,1.0,"I am 100% certain that I haven't used audible before and yet Amazon deemed me ineligible for this offer.  I was actually stuck in a loop whereby the checkout page for a book stated that I was eligible but audible thought I wasn't and getting past that was hard!  I have signed up anyway, losing my 30 days free. I have no idea yet whether Audible recordings are any good, but this 30 day offer is fiction, or sufficiently buggy that it might as well be fictional.  This is a bad foot to be starting this relationship on, to put it mildly.",25 April 2016
454,Henriette,Easy tool,4.0,"Hey everyone. Audible, is great for me. I love to read and listen to a lot of books. It gives me easy acess to many books at any time I wish, books in all categories. Just love it. Thanks",9 October 2016
455,"Mr. Alan R. Jenkins

VINE VOICE",Superb way to read a book,5.0,"I had always been a traditionalist when it came to reading a book; then Audible came along. The genre is a revelation and was surprisingly a relaxing, thought-provoking and convenient way of tackling a book. The different types of subject matter is more than enough to suit all tastes; and the range of books within in each topic section is constantly increasing. Personally, my own library soon grew to quite an extensive size encompassing a range of book types that ranged from history to comedy to fiction; and continues to expand as the quantity of new books become available. I was even introduced to new subject topics that I would never of considered had I not used Audible.",23 May 2017
456,eileen,Four Stars,4.0,enjjoyable and accessible. can only afford the monthly credit and unable to purchase extra books to listen to.,15 May 2016
457,Bex,Addicted!,5.0,"""30 Day Free Trial"" was totally worth it, I was hooked & I love it! I'm completely addicted to Audio Books now, there are so many fantastic titles by so may of my favourite Authors. Every book I ever wanted to read but never had the time, now I listen to them while I work or in the car. I'm 3 months in and 10 books later, it's safe to say that I'm hooked! :)",10 April 2016
458,Cara,Audio books too expensive,1.0,I won't be taking this up as it is too expensive.,30 October 2016
459,Brian Anderson,Five Stars,5.0,Revalation.,21 March 2016
460,Richard,I think this is poor value for money,1.0,"I think this is poor value for money. I've signed up to Amazon Prime on the 30 day trial but I don't know yet if I'll continue to pay for it after the trial period. There is very limited choice of free prime tv/movie content and there should be some audio books included with prime as well, there's no way I'd fork out another 7.99 per month for this service even though it's one that I'd like to have.",18 February 2017
461,Sofie Merryweather,love,5.0,Love it easy to use! ☺,1 May 2016
462,Amazon Customer,you may think this is good business practice,1.0,"Amazon, you may think this is good business practice, but it's not I assure you. In fact, it smacks of sharp practice. Reputation in business is gold dust and you have blown it here big time. Were I the CEO I would fire the idiot that came up with it. People talk and word spreads. It's a bad deal, just read the feed-backs. People pay a good price for Echo and then your sting them. Why not let people join and then buy each book as in Kindle. I'm sure you would do a lot of business, but this way stinks. I'm a long term good customer and you have really disappointed me.",5 April 2017
463,Lesley-anne Mitchell,Epic.,4.0,Brilliant. I use it all the time as I am a dog walker. I would never have the time to sit down and read.Well thought out software and simple interface.I find some of the titles a bit pricey though..compared to the hard copies.,8 May 2016
464,G. Harkin,audible is the best way of conveying a book,5.0,"audible is the best way of conveying a book, i have a very busy lifestyle and always on the go. so listening to a book is a no brainer",20 March 2016
465,Simon,Three Stars,3.0,The books are to expensive but well read.,19 June 2016
466,Will C.,"Excellent value, ignore the naysayers!",5.0,"Ignore all the bad reviews, this is an excellent value!  If you haven't bought audiobooks the old fashioned way, they are very expensive, as in £30-60 just for one audio book!  To all those saying this service is expensive, I say go out to the store and buy an audiobook!  This service makes audiobooks affordable, and the best part is the service is super simple to use!  Click, download, and start listening within seconds!  I love to listen to audiobooks on my commute, they make the time go by so quickly, sometimes I don't want the commute to be over.  Audible is a great and affordable service to keep plugging away at audiobooks!",15 April 2016
467,GAIL HASKAYNE,No Thank You,2.0,No thank you £7.99 a month is too much not a good deal gh,14 May 2017
468,Rrrrrrrrrr,It cuts the cost of books by so much - depending on your taste.....,5.0,"Wow - I am staggered by the bad reviews here, really shocked to see them. Of course I accept that people are free to have a differing opinion, I am just amazed by them, and saddened that so many have not experienced the enjoyment i have from this service.I have been a member for about 7 or 8 months and love it. My payments gets taken each month, and the credit appears in my audible account. I then look at all the books and pick one. I think the cheapest book i have picked so far would have cost me almost double to buy as a download, and the most expensive was almost £50 to buy, but mine for a £7.99 - Marvellous.Yes - if you are only ever going to buy £4 or £5.00 audio books - this is not the app for you. However if you are after the newest bestsellers, or a classic opus, then this app can actually work out to be brilliant.So please do pay attention to all the reviews, look through the sort of books you would actually download and then decide. For some it will not work out a good deal for certain, but for many, like me - it is such a bargaini almost feel like i am stealing each month when i pick my new book for a fraction of the normal price.",20 September 2016
469,Bryan,Over priced for what you get....,2.0,"Everything about the functionality of the app is great, however, I totally agree with all the other reviews, the price is just rediculous. For the same price you can subscribe to Netflix  or some other monthly service and have access to thousands of different media - but all you get is one book a month for the subscription - this is crazy. Business model needs to be assessed, prices need to be halved and then I will consider staying, as it is I will certainly not be renewing my trial period....",21 September 2016
470,Sammy1999,Disappointed,1.0,Not many booksVery very expensiveNot possible to cancelThe app is crapCan not buy books from app what is the point,3 July 2016
471,David C.,Way Too Expensive,1.0,Not a chance. Too expensive!!,27 March 2017
472,melanie medcalf,"I love Audible, I walk a lot and enjoy listening ...",5.0,"I love Audible, I walk a lot and enjoy listening as I go, I have always loved to read, but now I can do both my favourite pastimes together",22 May 2017
473,Paul,Great value and experience,5.0,"Excellent service & vast choice of books and narrators. The trial definitely changed the way I think about books. Listened in whenever possible. Extremely rewarding and relaxing. Whenever I didn't enjoy a book I returned it with no hassles whatsoever. I picked another immediately. This way I enjoyed some incredible, life impacting reads.Highly recommend this service.For £7.99 per month for a very long production e.g around twenty hours then that's where the value is.A lot of people moaning about the price but not sure why they would expect ALL the books for that. Not enough time in the day to listen to them! I found one a month plenty. If you have more time then obviously pay a little more for some more.But the biggest PLUS is the quality and the hassle free exchange.",21 May 2017
474,Steve R.,How much ????,1.0,"Support your local library if you still have one. It's much, much cheaper!",21 May 2017
475,Jen,Ok if you get excactly what you want,4.0,"I signed up to the 30 day free trial, and had a free book, a very long Stephen King book.  Of course I forgot to cancel the subscription, so when I realised I had paid for four months, but accumulated four free books I downloaded books I would use time and time again. I have currently a couple of learn to speak Spanish courses, one of which would have cost in excess of £26.00, and another one which was around £17.00.  I also downloaded a meditation book, which I could never be without as it sends to me sleep in 60 seconds flat!! So whilst I appreciate it might not be for everyone, I got a lot out of it, and when I see some newer Spanish course books or very good Meditation type books I will probably do the same.",30 March 2017
476,Amazon Customer,Five Stars,5.0,Easy to use and a wide selection to choose from. Good value compared to buying audio books individually.,3 November 2016
477,Stuart Rowlands,Free Amazon gift card,5.0,Amazon gift card,15 January 2019
478,Amazon Customer,Great app which remembers where you were across different devices,5.0,"Great app, makes listening to audio books simple, especially if you listen to multiple books as it remembers your last place across different devices.",12 July 2015
479,Dominick Branigan,Love Audible. I feel as though I am learning ...,5.0,Love Audible. I feel as though I am learning during my bus ride to work or cycle to work. Just press play and I get to listen to my book of the week.,22 August 2016
480,Amazon Customer,It's good that if you don't enjoy the audiobook,5.0,"It's good that if you don't enjoy the audiobook, you can return it and get your credit back rather than waiting for next month. Customer service is excellent and extremely helpful.",10 July 2016
481,Hilary,Knit while you read,5.0,I'm very happy with the books l' ve listened to so far.  I love that l can read a book while knitting and crocheting!,18 September 2016
